Occupancy_rate,Daily_price,Size,Area
1.7,90,1.5,Brooklyn
7.3,75,1.5,Queens
70,350,1.5,Manhattan
19.2,135,1.5,Manhattan
11.1,125,1.5,Manhattan
41.4,225,1.5,Manhattan
3,85,1.5,Manhattan
14.5,200,1.5,Manhattan
16.6,250,1.5,Brooklyn
25.6,275,1.5,Manhattan
52.7,90,1.5,Manhattan
70,130,1.5,Brooklyn
70,50,1.5,Bronx
10.2,300,1.5,Manhattan
37.5,125,1.5,Manhattan
7.3,147,1.5,Manhattan
3,300,1.5,Manhattan
70,123,1.5,Brooklyn
70,88,1.5,Brooklyn
53.8,215,1.5,Queens
67,225,1.5,Manhattan
51.6,75,1.5,Brooklyn
70,145,1.5,Manhattan
47.4,229,1.5,Brooklyn
46.4,300,1.5,Brooklyn
31.1,100,1.5,Manhattan
4.3,75,1.5,Brooklyn
27.7,120,1.5,Brooklyn
61,180,1.5,Brooklyn
70,125,1.5,Brooklyn
4.3,95,1.5,Brooklyn
62.3,119,1.5,Brooklyn
10.2,275,1.5,Manhattan
1.9,175,1.5,Manhattan
21.3,100,1.5,Brooklyn
70,160,1.5,Brooklyn
17.1,102,1.5,Manhattan
70,90,1.5,Brooklyn
9.3,200,1.5,Manhattan
23,199,1.5,Manhattan
70,250,1.5,Brooklyn
70,45,1.5,Brooklyn
20.5,150,1.5,Queens
38,325,1.5,Manhattan
62.3,99,1.5,Manhattan
70,325,1.5,Manhattan
4.7,168,1.5,Brooklyn
32,55,1.5,Brooklyn
6,60,1.5,Manhattan
3.4,250,1.5,Manhattan
46.5,265,1.5,Manhattan
70,50,1.5,Queens
70,50,1.5,Brooklyn
21.8,130,1.5,Brooklyn
70,150,1.5,Brooklyn
23.9,70,1.5,Brooklyn
50.3,138,1.5,Brooklyn
70,151,1.5,Manhattan
8.1,200,1.5,Brooklyn
12.4,65,1.5,Manhattan
3.4,55,1.5,Manhattan
70,110,1.5,Brooklyn
2.6,350,1.5,Manhattan
42.2,150,1.5,Brooklyn
70,55,1.5,Brooklyn
70,345,1.5,Brooklyn
70,77,1.5,Queens
7.2,125,1.5,Manhattan
4.2,189,1.5,Brooklyn
10.7,49,1.5,Bronx
11.1,95,1.5,Manhattan
0.4,100,1.5,Manhattan
2.1,299,1.5,Brooklyn
15.8,99,1.5,Queens
25.2,99,1.5,Queens
70,90,1.5,Brooklyn
60.6,94,1.5,Manhattan
57.2,80,1.5,Brooklyn
42.2,88,1.5,Bronx
36.7,250,1.5,Manhattan
14.5,55,1.5,Brooklyn
70,110,1.5,Brooklyn
2.1,200,1.5,Brooklyn
64,135,1.5,Brooklyn
70,70,1.5,Brooklyn
3.4,260,1.5,Brooklyn
6.8,225,1.5,Manhattan
11.2,59,1.5,Brooklyn
1.3,65,1.5,Manhattan
55.5,220,1.5,Manhattan
61.4,120,1.5,Manhattan
49.1,65,1.5,Manhattan
10.7,139,1.5,Manhattan
70,174,1.5,Manhattan
67.8,62,1.5,Brooklyn
3.4,315,1.5,Manhattan
69.1,75,1.5,Manhattan
0.4,100,1.5,Manhattan
70,210,1.5,Manhattan
66.1,55,1.5,Brooklyn
11.5,229,1.5,Brooklyn
10.7,150,1.5,Manhattan
23.9,129,1.5,Manhattan
5.3,100,1.5,Manhattan
10.2,200,1.5,Brooklyn
2.6,89,1.5,Manhattan
22.2,220,1.5,Manhattan
70,250,1.5,Brooklyn
0.9,65,1.5,Brooklyn
70,150,1.5,Manhattan
57.6,235,1.5,Brooklyn
70,100,1.5,Brooklyn
17.9,311,1.5,Manhattan
70,39,1.5,Queens
70,100,1.5,Manhattan
70,1300,1.5,Manhattan
70,210,1.5,Manhattan
53.3,55,1.5,Brooklyn
5.1,65,1.5,Manhattan
70,225,1.5,Brooklyn
37.3,85,1.5,Manhattan
3.3,500,1.5,Manhattan
2.8,145,1.5,Brooklyn
6.8,110,1.5,Brooklyn
6,180,1.5,Manhattan
6.4,115,1.5,Brooklyn
69.1,70,1.5,Queens
4.7,155,1.5,Brooklyn
70,114,1.5,Manhattan
7.7,100,1.5,Brooklyn
70,100,1.5,Manhattan
70,135,1.5,Manhattan
70,99,1.5,Manhattan
9.6,155,1.5,Manhattan
70,85,1.5,Manhattan
27.3,125,1.5,Manhattan
0.9,150,1.5,Brooklyn
7.7,380,1.5,Manhattan
45.7,450,1.5,Brooklyn
70,145,1.5,Brooklyn
0.4,80,1.5,Queens
70,225,1.5,Brooklyn
1.3,40,1.5,Queens
70,125,1.5,Manhattan
49.3,80,1.5,Manhattan
11.1,55,1.5,Brooklyn
40.1,142,1.5,Brooklyn
5.5,350,1.5,Brooklyn
19.2,300,1.5,Brooklyn
5.6,105,1.5,Brooklyn
9.8,68,1.5,Brooklyn
6.5,225,1.5,Brooklyn
29.4,185,1.5,Manhattan
18.3,50,1.5,Brooklyn
25.6,80,1.5,Manhattan
70,200,1.5,Brooklyn
29.9,99,1.5,Manhattan
2.6,68,1.5,Brooklyn
70,102,1.5,Brooklyn
30.7,295,1.5,Brooklyn
11.5,199,1.5,Manhattan
13.7,165,1.5,Manhattan
70,250,1.5,Brooklyn
6.8,125,1.5,Queens
70,150,1.5,Manhattan
31.6,500,1.5,Brooklyn
70,75,1.5,Brooklyn
31.1,110,1.5,Manhattan
39.7,499,1.5,Manhattan
70,120,1.5,Queens
9.8,249,1.5,Brooklyn
68.7,120,1.5,Brooklyn
52.5,169,1.5,Brooklyn
0.4,190,1.5,Brooklyn
70,55,1.5,Manhattan
51.6,85,1.5,Brooklyn
70,300,1.5,Manhattan
70,79,1.5,Manhattan
70,99,1.5,Manhattan
27.7,50,1.5,Manhattan
56.3,325,1.5,Brooklyn
8.5,68,1.5,Staten Island
4.3,198,1.5,Manhattan
1.7,100,1.5,Brooklyn
13.7,175,1.5,Brooklyn
13.2,130,1.5,Manhattan
29.9,209,1.5,Brooklyn
1.7,150,1.5,Manhattan
18,35,1.5,Manhattan
32,104,1.5,Manhattan
6.8,175,1.5,Manhattan
0.4,80,1.5,Manhattan
23.5,85,1.5,Brooklyn
70,72,1.5,Manhattan
56,275,1.5,Queens
14.1,150,1.5,Manhattan
70,45,1.5,Bronx
24.3,49,1.5,Brooklyn
70,349,1.5,Brooklyn
70,185,1.5,Manhattan
2.1,96,1.5,Brooklyn
6.8,160,1.5,Manhattan
13.2,200,1.5,Manhattan
29.4,800,1.5,Brooklyn
70,349,1.5,Brooklyn
70,350,1.5,Queens
2,125,1.5,Brooklyn
70,350,1.5,Brooklyn
15,125,1.5,Brooklyn
70,180,1.5,Brooklyn
6,200,1.5,Manhattan
32,250,1.5,Manhattan
14,99,1.5,Brooklyn
4.3,130,1.5,Manhattan
0.4,150,1.5,Brooklyn
5.1,135,1.5,Brooklyn
5.1,95,1.5,Brooklyn
6,70,1.5,Queens
6.4,82,1.5,Manhattan
35.4,250,1.5,Brooklyn
70,90,1.5,Manhattan
70,75,1.5,Queens
3.7,160,1.5,Brooklyn
2.1,150,1.5,Brooklyn
3.8,69,1.5,Queens
70,170,1.5,Manhattan
11.1,375,1.5,Brooklyn
70,118,1.5,Manhattan
20.1,135,1.5,Manhattan
60.2,250,1.5,Bronx
16,200,1.5,Brooklyn
2.1,150,1.5,Manhattan
49.1,50,1.5,Manhattan
11.5,100,1.5,Manhattan
12.8,265,1.5,Manhattan
1.7,100,1.5,Manhattan
70,175,1.5,Manhattan
4.7,37,1.5,Brooklyn
4.3,250,1.5,Manhattan
70,230,1.5,Manhattan
70,93,1.5,Manhattan
4.7,275,1.5,Brooklyn
5.1,450,1.5,Brooklyn
42,140,1.5,Manhattan
18,80,1.5,Brooklyn
8.5,78,1.5,Queens
70,295,1.5,Manhattan
46.7,280,1.5,Brooklyn
70,300,1.5,Manhattan
70,49,1.5,Manhattan
12.8,175,1.5,Brooklyn
70,225,1.5,Manhattan
3.4,230,1.5,Manhattan
23.9,98,1.5,Brooklyn
24.3,106,1.5,Manhattan
11.5,42,1.5,Brooklyn
70,195,1.5,Manhattan
34.1,150,1.5,Queens
31.1,170,1.5,Manhattan
20.1,217,1.5,Manhattan
55.9,185,1.5,Manhattan
8.5,58,1.5,Manhattan
18.3,169,1.5,Brooklyn
70,102,1.5,Manhattan
70,165,1.5,Manhattan
55.5,120,1.5,Queens
70,120,1.5,Brooklyn
44.4,88,1.5,Manhattan
12.7,110,1.5,Manhattan
0.9,200,1.5,Brooklyn
9.4,69,1.5,Brooklyn
70,55,1.5,Queens
2.6,135,1.5,Brooklyn
32.4,500,1.5,Manhattan
70,199,1.5,Brooklyn
3.4,90,1.5,Manhattan
7.7,160,1.5,Manhattan
70,50,1.5,Brooklyn
15.8,210,1.5,Manhattan
11.5,399,1.5,Manhattan
29.9,300,1.5,Manhattan
5.5,79,1.5,Brooklyn
70,125,1.5,Brooklyn
32,220,1.5,Manhattan
21.3,121,1.5,Brooklyn
11.1,152,1.5,Brooklyn
30.3,250,1.5,Brooklyn
39.3,99,1.5,Manhattan
70,88,1.5,Manhattan
43.3,114,1.5,Brooklyn
20.9,120,1.5,Brooklyn
44.4,295,1.5,Manhattan
0.4,90,1.5,Brooklyn
30.8,197,1.5,Manhattan
50,90,1.5,Manhattan
23.5,130,1.5,Manhattan
70,190,1.5,Manhattan
63.1,50,1.5,Brooklyn
18.3,200,1.5,Manhattan
1.3,50,1.5,Brooklyn
67,107,1.5,Manhattan
22.6,80,1.5,Brooklyn
1.3,150,1.5,Brooklyn
70,115,1.5,Brooklyn
70,151,1.5,Manhattan
12.4,130,1.5,Brooklyn
70,180,1.5,Brooklyn
70,154,1.5,Brooklyn
58.9,95,1.5,Brooklyn
67,79,1.5,Manhattan
70,64,1.5,Brooklyn
44,120,1.5,Manhattan
70,120,1.5,Brooklyn
7.5,700,1.5,Manhattan
11.5,165,1.5,Manhattan
1.7,165,1.5,Manhattan
3,100,1.5,Manhattan
24.7,80,1.5,Brooklyn
70,98,1.5,Manhattan
9.8,125,1.5,Brooklyn
70,50,1.5,Brooklyn
30.7,75,1.5,Manhattan
70,155,1.5,Brooklyn
22.6,150,1.5,Brooklyn
25.6,92,1.5,Queens
3,75,1.5,Brooklyn
11.7,69,1.5,Queens
29,225,1.5,Brooklyn
24,120,1.5,Manhattan
34.1,200,1.5,Manhattan
57.4,215,1.5,Manhattan
70,195,1.5,Brooklyn
52.9,175,1.5,Brooklyn
3.4,80,1.5,Brooklyn
0.9,48,1.5,Brooklyn
36.3,72,1.5,Brooklyn
52,199,1.5,Manhattan
2,250,1.5,Brooklyn
26.5,75,1.5,Manhattan
70,90,1.5,Manhattan
29,229,1.5,Manhattan
9.1,200,1.5,Brooklyn
4.7,165,1.5,Manhattan
10.2,140,1.5,Brooklyn
9,54,1.5,Brooklyn
8.1,75,1.5,Queens
6.1,110,1.5,Manhattan
70,165,1.5,Manhattan
70,55,1.5,Manhattan
70,55,1.5,Manhattan
2.1,300,1.5,Manhattan
31.1,275,1.5,Manhattan
70,322,1.5,Manhattan
3.4,77,1.5,Brooklyn
69.1,129,1.5,Brooklyn
9,120,1.5,Brooklyn
11.5,139,1.5,Manhattan
9.4,149,1.5,Brooklyn
32.7,180,1.5,Brooklyn
38,100,1.5,Brooklyn
1.7,180,1.5,Brooklyn
21.3,106,1.5,Brooklyn
8.1,200,1.5,Manhattan
18.3,259,1.5,Manhattan
70,120,1.5,Manhattan
70,120,1.5,Manhattan
3.4,125,1.5,Brooklyn
29.4,99,1.5,Queens
26.9,115,1.5,Brooklyn
70,198,1.5,Brooklyn
70,199,1.5,Manhattan
55,125,1.5,Manhattan
42.7,80,1.5,Manhattan
6,130,1.5,Manhattan
46.7,35,1.5,Brooklyn
32,90,1.5,Brooklyn
4.3,85,1.5,Brooklyn
13.1,250,1.5,Brooklyn
70,115,1.5,Brooklyn
6,200,1.5,Brooklyn
54,48,1.5,Brooklyn
12,65,1.5,Brooklyn
70,175,1.5,Queens
13.2,90,1.5,Manhattan
70,85,1.5,Brooklyn
70,150,1.5,Manhattan
8.5,136,1.5,Manhattan
4.3,400,1.5,Brooklyn
24.3,125,1.5,Brooklyn
28.2,179,1.5,Manhattan
70,180,1.5,Brooklyn
6.5,105,1.5,Manhattan
3.8,250,1.5,Brooklyn
3.7,99,1.5,Manhattan
8.1,175,1.5,Manhattan
7.3,85,1.5,Brooklyn
70,80,1.5,Manhattan
70,89,1.5,Queens
6,195,1.5,Manhattan
70,1000,1.5,Manhattan
29.4,220,1.5,Manhattan
70,165,1.5,Brooklyn
70,35,1.5,Brooklyn
1.7,165,1.5,Manhattan
37.1,209,1.5,Manhattan
4.3,52,1.5,Queens
3.8,86,1.5,Staten Island
70,160,1.5,Manhattan
2.3,115,1.5,Brooklyn
9,60,1.5,Manhattan
37.5,309,1.5,Staten Island
3,200,1.5,Manhattan
0.4,700,1.5,Manhattan
70,120,1.5,Brooklyn
61.9,65,1.5,Manhattan
24,263,1.5,Manhattan
37.2,200,1.5,Brooklyn
70,67,1.5,Manhattan
1.3,350,1.5,Brooklyn
13.2,71,1.5,Staten Island
70,455,1.5,Manhattan
70,140,1.5,Manhattan
53.3,65,1.5,Queens
20.1,100,1.5,Manhattan
23.5,275,1.5,Manhattan
14.5,45,1.5,Brooklyn
3.8,65,1.5,Brooklyn
13.7,199,1.5,Brooklyn
17.1,234,1.5,Manhattan
5.1,150,1.5,Manhattan
70,65,1.5,Manhattan
9.8,20,1.5,Manhattan
20.9,195,1.5,Brooklyn
70,135,1.5,Manhattan
1.4,90,1.5,Brooklyn
70,250,1.5,Manhattan
33.3,595,1.5,Manhattan
70,109,1.5,Manhattan
42.2,200,1.5,Brooklyn
14,90,1.5,Manhattan
6,100,1.5,Manhattan
6,85,1.5,Manhattan
12,87,1.5,Manhattan
2,95,1.5,Manhattan
29.4,349,1.5,Manhattan
5.5,99,1.5,Manhattan
41.4,160,1.5,Manhattan
0.4,60,1.5,Brooklyn
23.9,72,1.5,Brooklyn
7.3,200,1.5,Brooklyn
70,79,1.5,Manhattan
59.7,197,1.5,Manhattan
70,75,1.5,Brooklyn
70,127,1.5,Manhattan
21.8,110,1.5,Manhattan
26.9,85,1.5,Manhattan
19.2,69,1.5,Queens
70,80,1.5,Manhattan
12,100,1.5,Brooklyn
22.2,99,1.5,Manhattan
70,139,1.5,Brooklyn
46.5,113,1.5,Manhattan
5.1,250,1.5,Manhattan
46.1,295,1.5,Manhattan
70,2000,1.5,Manhattan
9.4,220,1.5,Manhattan
3,75,1.5,Manhattan
35.1,100,1.5,Brooklyn
53.3,199,1.5,Brooklyn
8.1,200,1.5,Manhattan
44.4,150,1.5,Manhattan
8.1,105,1.5,Brooklyn
0.9,50,1.5,Manhattan
37.5,45,1.5,Brooklyn
70,109,1.5,Brooklyn
42.7,42,1.5,Brooklyn
26,147,1.5,Manhattan
11.5,355,1.5,Brooklyn
70,80,1.5,Brooklyn
33.3,250,1.5,Brooklyn
6.4,60,1.5,Queens
4.3,130,1.5,Manhattan
24.7,65,1.5,Manhattan
27.7,58,1.5,Queens
10.2,49,1.5,Queens
15.8,42,1.5,Brooklyn
0.4,75,1.5,Queens
25.6,62,1.5,Queens
15.4,167,1.5,Manhattan
1.7,105,1.5,Queens
38.7,125,1.5,Manhattan
28.2,54,1.5,Staten Island
70,92,1.5,Brooklyn
19.6,199,1.5,Manhattan
54.5,159,1.5,Manhattan
41.3,65,1.5,Queens
33.3,52,1.5,Manhattan
70,129,1.5,Manhattan
20,134,1.5,Manhattan
9,35,1.5,Brooklyn
40.1,250,1.5,Manhattan
14.9,299,1.5,Manhattan
70,79,1.5,Queens
45.7,119,1.5,Manhattan
42.2,179,1.5,Brooklyn
66.6,220,1.5,Brooklyn
70,250,1.5,Brooklyn
70,150,1.5,Brooklyn
3.7,199,1.5,Brooklyn
21.3,120,1.5,Manhattan
70,550,1.5,Brooklyn
70,60,1.5,Brooklyn
36.3,500,1.5,Brooklyn
70,105,1.5,Manhattan
57.2,134,1.5,Brooklyn
4.3,68,1.5,Brooklyn
70,73,1.5,Manhattan
3,150,1.5,Brooklyn
44.4,100,1.5,Manhattan
70,75,1.5,Manhattan
14.9,120,1.5,Manhattan
70,85,1.5,Brooklyn
12.8,69,1.5,Brooklyn
70,220,1.5,Brooklyn
43.1,160,1.5,Brooklyn
17.1,150,1.5,Brooklyn
43.5,150,1.5,Brooklyn
3.4,900,1.5,Manhattan
6.1,130,1.5,Manhattan
8.5,70,1.5,Brooklyn
69.1,120,1.5,Queens
70,68,1.5,Staten Island
17.5,100,1.5,Brooklyn
0.9,69,1.5,Brooklyn
70,399,1.5,Manhattan
3.8,299,1.5,Manhattan
70,98,1.5,Manhattan
70,103,1.5,Brooklyn
35.4,175,1.5,Manhattan
3.4,425,1.5,Manhattan
47.8,240,1.5,Manhattan
70,68,1.5,Staten Island
39.3,210,1.5,Brooklyn
70,149,1.5,Brooklyn
70,85,1.5,Brooklyn
65.7,120,1.5,Queens
30.3,120,1.5,Queens
0.4,75,1.5,Brooklyn
15.4,495,1.5,Manhattan
35.9,69,1.5,Brooklyn
70,39,1.5,Bronx
70,80,1.5,Brooklyn
1.3,155,1.5,Brooklyn
4.3,146,1.5,Brooklyn
7.3,165,1.5,Brooklyn
12.8,79,1.5,Manhattan
4.3,100,1.5,Brooklyn
2.6,120,1.5,Manhattan
42.7,325,1.5,Manhattan
9.8,150,1.5,Manhattan
40.1,144,1.5,Manhattan
70,60,1.5,Brooklyn
0.9,350,1.5,Manhattan
3,85,1.5,Brooklyn
16.2,195,1.5,Manhattan
35.8,169,1.5,Manhattan
6.7,95,1.5,Manhattan
32.9,375,1.5,Manhattan
70,168,1.5,Brooklyn
1.7,245,1.5,Queens
31.6,199,1.5,Brooklyn
69.1,199,1.5,Brooklyn
42.7,99,1.5,Brooklyn
8.1,160,1.5,Brooklyn
70,65,1.5,Brooklyn
37.3,70,1.5,Manhattan
18,100,1.5,Manhattan
70,70,1.5,Brooklyn
7.7,45,1.5,Manhattan
12.4,200,1.5,Manhattan
27.7,66,1.5,Brooklyn
70,98,1.5,Brooklyn
3,140,1.5,Manhattan
70,65,1.5,Manhattan
70,155,1.5,Manhattan
70,249,1.5,Manhattan
3.7,120,1.5,Manhattan
65.6,56,1.5,Brooklyn
70,82,1.5,Manhattan
0.9,625,1.5,Staten Island
14,171,1.5,Manhattan
20,190,1.5,Manhattan
32.4,64,1.5,Queens
8,120,1.5,Manhattan
70,210,1.5,Manhattan
10,133,1.5,Manhattan
70,350,1.5,Manhattan
10.7,259,1.5,Manhattan
2.3,97,1.5,Manhattan
37.8,199,1.5,Manhattan
3.4,200,1.5,Manhattan
36.3,39,1.5,Brooklyn
56,125,1.5,Manhattan
44.4,170,1.5,Manhattan
36.7,180,1.5,Manhattan
70,125,1.5,Brooklyn
11.9,165,1.5,Manhattan
70,120,1.5,Manhattan
42.2,85,1.5,Manhattan
70,220,1.5,Brooklyn
2.1,90,1.5,Brooklyn
70,97,1.5,Brooklyn
70,179,1.5,Manhattan
2.6,108,1.5,Queens
6,575,1.5,Brooklyn
70,119,1.5,Manhattan
1.7,175,1.5,Brooklyn
1.7,110,1.5,Brooklyn
3.3,250,1.5,Brooklyn
55.9,100,1.5,Brooklyn
5.5,200,1.5,Manhattan
11.5,89,1.5,Queens
24.3,400,1.5,Manhattan
70,149,1.5,Brooklyn
36.3,95,1.5,Manhattan
70,105,1.5,Brooklyn
70,200,1.5,Brooklyn
38,100,1.5,Manhattan
30,39,1.5,Queens
70,49,1.5,Bronx
5.5,55,1.5,Brooklyn
21.8,400,1.5,Manhattan
29.4,250,1.5,Brooklyn
1.7,125,1.5,Manhattan
16.2,110,1.5,Brooklyn
0.9,175,1.5,Brooklyn
17.1,50,1.5,Brooklyn
4,250,1.5,Manhattan
33.3,155,1.5,Manhattan
7.5,175,1.5,Manhattan
7.7,140,1.5,Queens
39.3,80,1.5,Queens
39.7,103,1.5,Brooklyn
5.1,600,1.5,Manhattan
1.3,75,1.5,Brooklyn
11.5,50,1.5,Manhattan
70,82,1.5,Brooklyn
17.1,65,1.5,Brooklyn
45.7,115,1.5,Brooklyn
60.8,175,1.5,Brooklyn
70,95,1.5,Manhattan
26.7,55,1.5,Queens
28.6,100,1.5,Manhattan
42.7,45,1.5,Brooklyn
8.4,105,1.5,Manhattan
2.1,200,1.5,Brooklyn
1.3,65,1.5,Manhattan
0.9,100,1.5,Manhattan
70,233,1.5,Brooklyn
0.9,195,1.5,Manhattan
6.4,155,1.5,Brooklyn
70,250,1.5,Queens
70,165,1.5,Manhattan
15.8,120,1.5,Manhattan
70,38,1.5,Bronx
70,200,1.5,Brooklyn
4,90,1.5,Brooklyn
70,85,1.5,Manhattan
20.1,55,1.5,Queens
6.8,350,1.5,Manhattan
6.4,91,1.5,Manhattan
6.8,59,1.5,Manhattan
55,280,1.5,Manhattan
70,69,1.5,Queens
39.7,235,1.5,Brooklyn
20.5,110,1.5,Brooklyn
20.1,157,1.5,Manhattan
26,150,1.5,Brooklyn
16.6,75,1.5,Brooklyn
64,140,1.5,Manhattan
17.1,200,1.5,Manhattan
51.2,45,1.5,Queens
2.3,145,1.5,Brooklyn
10.2,95,1.5,Brooklyn
4.2,75,1.5,Manhattan
3.4,119,1.5,Brooklyn
40.1,259,1.5,Manhattan
70,190,1.5,Manhattan
27.5,69,1.5,Manhattan
70,70,1.5,Queens
3.8,155,1.5,Brooklyn
67.4,149,1.5,Brooklyn
41,149,1.5,Brooklyn
70,160,1.5,Manhattan
3.8,100,1.5,Brooklyn
1.9,220,1.5,Manhattan
1.7,225,1.5,Queens
70,85,1.5,Manhattan
70,100,1.5,Manhattan
10.2,135,1.5,Manhattan
38.8,225,1.5,Manhattan
7.5,100,1.5,Manhattan
56.3,210,1.5,Manhattan
8.5,110,1.5,Manhattan
7.7,195,1.5,Brooklyn
24.7,95,1.5,Manhattan
17.9,150,1.5,Manhattan
17.9,95,1.5,Manhattan
8.7,295,1.5,Manhattan
70,80,1.5,Manhattan
10.2,250,1.5,Manhattan
2.1,150,1.5,Manhattan
70,196,1.5,Manhattan
70,225,1.5,Brooklyn
25.6,78,1.5,Manhattan
70,195,1.5,Manhattan
38,70,1.5,Brooklyn
11.1,220,1.5,Manhattan
70,199,1.5,Brooklyn
70,225,1.5,Brooklyn
6.8,298,1.5,Manhattan
45.2,65,1.5,Manhattan
2.3,225,1.5,Manhattan
33.7,82,1.5,Brooklyn
70,82,1.5,Manhattan
70,60,1.5,Queens
6.8,115,1.5,Brooklyn
5,150,1.5,Manhattan
4.7,65,1.5,Brooklyn
11.9,150,1.5,Brooklyn
15.8,101,1.5,Brooklyn
14.9,130,1.5,Manhattan
70,165,1.5,Brooklyn
1.3,175,1.5,Manhattan
70,120,1.5,Manhattan
16,116,1.5,Manhattan
23.5,192,1.5,Manhattan
6.8,150,1.5,Brooklyn
1.7,163,1.5,Brooklyn
19.6,40,1.5,Brooklyn
14.7,130,1.5,Brooklyn
21.8,158,1.5,Manhattan
70,85,1.5,Manhattan
8.1,173,1.5,Manhattan
3.3,85,1.5,Queens
70,465,1.5,Manhattan
0.9,275,1.5,Brooklyn
35.8,195,1.5,Manhattan
2.6,63,1.5,Brooklyn
39.3,36,1.5,Manhattan
1.3,130,1.5,Brooklyn
14,250,1.5,Brooklyn
19.6,94,1.5,Brooklyn
70,50,1.5,Brooklyn
70,150,1.5,Queens
46.9,45,1.5,Queens
68.3,45,1.5,Queens
8.5,79,1.5,Brooklyn
1.9,200,1.5,Manhattan
0.4,85,1.5,Manhattan
15.8,60,1.5,Queens
57,139,1.5,Manhattan
70,95,1.5,Manhattan
17.3,80,1.5,Brooklyn
1.3,250,1.5,Brooklyn
2.6,349,1.5,Manhattan
4.7,165,1.5,Manhattan
20.5,119,1.5,Brooklyn
4.2,240,1.5,Manhattan
1.3,215,1.5,Brooklyn
44.4,49,1.5,Brooklyn
47.8,175,1.5,Brooklyn
70,165,1.5,Brooklyn
26.9,99,1.5,Manhattan
24.7,68,1.5,Brooklyn
70,185,1.5,Brooklyn
64,125,1.5,Manhattan
58.7,81,1.5,Manhattan
14.5,199,1.5,Manhattan
0.9,55,1.5,Brooklyn
70,135,1.5,Manhattan
3.7,65,1.5,Brooklyn
32,100,1.5,Manhattan
38.8,109,1.5,Brooklyn
58.1,71,1.5,Manhattan
45.7,290,1.5,Manhattan
70,35,1.5,Manhattan
14.9,148,1.5,Manhattan
11.5,57,1.5,Queens
12.4,150,1.5,Manhattan
37.5,60,1.5,Manhattan
28.6,60,1.5,Manhattan
64,40,1.5,Manhattan
19.6,60,1.5,Manhattan
2.1,160,1.5,Brooklyn
26,60,1.5,Manhattan
19.6,65,1.5,Brooklyn
3.4,121,1.5,Manhattan
50.3,89,1.5,Brooklyn
4,225,1.5,Brooklyn
6.1,99,1.5,Brooklyn
23.3,170,1.5,Brooklyn
18.3,95,1.5,Brooklyn
70,179,1.5,Manhattan
21.8,85,1.5,Manhattan
16.6,65,1.5,Manhattan
70,69,1.5,Manhattan
13.2,42,1.5,Brooklyn
3.8,70,1.5,Brooklyn
11.5,155,1.5,Brooklyn
70,160,1.5,Manhattan
6,135,1.5,Brooklyn
10.7,47,1.5,Staten Island
9,69,1.5,Manhattan
70,51,1.5,Brooklyn
30,65,1.5,Manhattan
41.4,70,1.5,Brooklyn
17.5,150,1.5,Manhattan
22.6,70,1.5,Brooklyn
5.5,150,1.5,Brooklyn
26,130,1.5,Manhattan
70,79,1.5,Manhattan
10.7,149,1.5,Manhattan
70,120,1.5,Brooklyn
0.9,250,1.5,Manhattan
13.3,55,1.5,Brooklyn
70,99,1.5,Manhattan
0.9,110,1.5,Manhattan
70,500,1.5,Brooklyn
24.7,400,1.5,Queens
70,280,1.5,Manhattan
2.1,130,1.5,Manhattan
70,96,1.5,Brooklyn
14.9,74,1.5,Queens
14,150,1.5,Brooklyn
8.5,200,1.5,Brooklyn
8.5,269,1.5,Manhattan
70,80,1.5,Manhattan
12.8,80,1.5,Brooklyn
4.2,400,1.5,Manhattan
43.1,495,1.5,Manhattan
8.1,85,1.5,Brooklyn
25,85,1.5,Brooklyn
24,999,1.5,Manhattan
16.6,109,1.5,Manhattan
28.2,149,1.5,Manhattan
12.8,150,1.5,Manhattan
0.5,150,1.5,Manhattan
36,250,1.5,Queens
70,80,1.5,Manhattan
8.1,80,1.5,Queens
2.1,75,1.5,Manhattan
17.9,800,1.5,Brooklyn
70,130,1.5,Brooklyn
70,250,1.5,Manhattan
20.9,140,1.5,Brooklyn
70,145,1.5,Manhattan
4.7,120,1.5,Brooklyn
9.6,75,1.5,Brooklyn
1.3,60,1.5,Brooklyn
26.9,69,1.5,Brooklyn
70,300,1.5,Manhattan
70,131,1.5,Manhattan
3.8,120,1.5,Brooklyn
19.6,100,1.5,Manhattan
10.2,100,1.5,Brooklyn
70,190,1.5,Manhattan
70,160,1.5,Manhattan
9.4,60,1.5,Queens
30.7,75,1.5,Brooklyn
22.6,45,1.5,Queens
7.7,71,1.5,Manhattan
70,120,1.5,Brooklyn
8.1,80,1.5,Manhattan
27.7,100,1.5,Brooklyn
42.2,250,1.5,Brooklyn
58.9,235,1.5,Manhattan
23.5,85,1.5,Brooklyn
70,145,1.5,Brooklyn
70,55,1.5,Brooklyn
23.5,289,1.5,Brooklyn
54,120,1.5,Manhattan
18.7,149,1.5,Brooklyn
7.3,166,1.5,Manhattan
26.9,150,1.5,Brooklyn
70,44,1.5,Brooklyn
10.2,250,1.5,Manhattan
28.5,100,1.5,Manhattan
30.7,178,1.5,Brooklyn
70,95,1.5,Queens
35,62,1.5,Manhattan
5.1,99,1.5,Manhattan
17.5,80,1.5,Manhattan
68.7,88,1.5,Manhattan
17.7,176,1.5,Manhattan
8.1,62,1.5,Brooklyn
8.5,51,1.5,Manhattan
17.1,249,1.5,Brooklyn
70,144,1.5,Manhattan
